-3 1 0 29.31911055 0.20814606 2.73355259 0.16415253 0.74058100 0.06168187 160.00000000 1.00000000 6.00000000 1.00000000 0.20000000 1.00000000 0.53438163 0.01644003 8.77544394 0.51398114 0.20379398 0.02202488 17.40705617 0.90475936 0.09699644 0.01120963 
-3 1 1 31.14348341 0.45972830 2.62404525 0.60773215 3.68861936 0.88397406 160.00000000 1.00000000 6.00000000 1.00000000 0.20000000 1.00000000 0.69432481 0.14431808 5.34089904 1.91321980 0.43281848 0.22033887 15.06676671 4.03819865 0.02006117 0.04250001 
-3 2 0 29.86362623 0.30030533 2.74792105 0.24869661 0.83118581 0.16184081 160.00000000 1.00000000 6.00000000 1.00000000 0.20000000 1.00000000 0.47467995 0.02498661 8.40891600 0.48231416 0.30655158 0.03405505 16.85613758 1.10576099 0.09153099 0.01921023 
-3 2 1 29.98939430 1.23245030 2.61176718 0.40591595 2.10038053 1.06744397 160.00000000 1.00000000 6.00000000 1.00000000 0.20000000 1.00000000 0.58586288 0.09683013 6.86559902 0.65238361 0.39998882 0.15513566 15.64584670 2.15004532 0.06447581 0.07804903 
-3 3 0 30.00074641 0.28395389 2.36255036 0.23336873 1.28497284 0.30829065 160.00000000 1.00000000 6.00000000 1.00000000 0.20000000 1.00000000 0.44527526 0.05444761 7.44529181 0.49691330 0.41017560 0.05625272 15.42226103 1.37155221 0.08551945 0.03630931 
-3 3 1 29.17907931 0.63859736 2.50535142 0.75346729 1.22481185 0.24028091 160.00000000 1.00000000 6.00000000 1.00000000 0.20000000 1.00000000 0.52674048 0.15718411 7.55307606 1.33358355 0.29482402 0.23388875 15.39452913 1.51521150 0.08514948 0.05663995 
-3 4 0 30.70319512 1.07707823 2.45187684 0.65547182 1.76161222 0.74836852 160.00000000 1.00000000 6.00000000 1.00000000 0.20000000 1.00000000 0.41469412 0.01549302 6.61443743 1.67459887 0.53427792 0.19922547 13.83528144 4.64623829 0.06545741 0.07887905 
-3 4 1 29.08082808 0.31262284 2.67244397 0.19038549 0.61139763 0.39844949 160.00000000 1.00000000 6.00000000 1.00000000 0.20000000 1.00000000 0.48451228 0.07219014 8.14779901 1.58927467 0.19947577 0.07677240 16.25755473 0.76127419 0.08846545 0.00714114 
-3 5 0 31.74985485 0.18772123 3.00753372 0.19401444 2.19355161 0.09486546 160.00000000 1.00000000 6.00000000 1.00000000 0.20000000 1.00000000 0.48482937 0.01067556 6.09518783 0.34481889 0.41224848 0.02833602 16.92526905 5.93870175 0.00000961 0.51193592 
-3 5 1 28.41767068 1.22335330 3.19593499 0.39959494 0.39000387 0.32607527 160.00000000 1.00000000 6.00000000 1.00000000 0.20000000 1.00000000 0.49922899 0.07447326 9.72595464 7.96322921 0.14468971 0.07462367 18.13891704 1.01087941 0.06911963 0.03611419 
