1 0 1.48 552.33 77.27994405 0.94260903 3.26380568 0.64528602 1.15574422 0.10678504 
5 0 0.66 588.00 91.32129827 1.92949846 3.43283089 0.80348057 1.15980336 0.11120727 
8 0 0.43 651.67 87.50915705 5.86601305 3.88848822 1.53898078 0.99730483 0.08932128 
10 0 1.13 729.00 81.99826190 3.19300670 2.90661263 0.66086823 1.04623910 0.10713655 
11 0 0.56 665.67 87.79765948 5.60666456 3.52213113 1.35576098 0.99988596 0.08884786 
12 0 1.14 539.67 75.56922986 1.01364915 3.44433532 0.66532941 1.23181443 0.11117288 
13 0 0.67 634.33 87.51359497 6.03540512 3.69723318 1.54123848 0.99159303 0.08992373 
17 0 1.42 531.00 72.06773836 1.59249921 3.36383176 0.72127121 1.22307756 0.11204472 
23 0 1.02 589.67 88.19996840 0.15958670 3.40055670 0.67326622 1.00394676 0.08633358 
25 0 0.50 726.67 89.62433217 3.10826917 3.70564539 1.07410460 1.05290818 0.10616168 
30 0 1.39 668.00 76.83759793 0.96461089 3.03513512 0.60537029 1.15507131 0.10561999 
32 0 2.08 588.00 87.50888879 5.73421531 2.93308544 1.23871612 0.99187848 0.08989691 
33 0 1.01 757.00 87.53970147 5.89132728 3.44368399 1.42169108 0.98997062 0.09003549 
35 0 1.29 618.00 75.76335476 0.99582388 3.43521668 0.64966501 1.23543423 0.11034043 
38 0 1.48 623.00 87.59613539 6.12587820 3.37341868 1.47667626 0.98865469 0.09070210 
39 0 1.29 521.67 73.84125048 1.17306102 3.28662191 0.63622947 1.28551689 0.11068633 
40 0 0.87 572.33 97.67996122 0.94433536 3.12434360 0.60539060 1.14344083 0.10464491 
42 0 1.45 667.00 68.61950866 4.15477629 3.54491675 1.24608112 1.01065762 0.10239583 
46 0 1.20 560.67 74.47656291 1.12116214 3.37272184 0.64526418 1.26619209 0.11115650 
47 0 2.39 613.67 78.92488764 1.08774274 2.92125229 0.62093984 1.08205110 0.10224318 
51 0 1.38 733.67 69.29698390 3.44851620 3.45430380 1.06507526 1.03520040 0.10289536 
52 0 1.33 689.33 88.25001046 4.66603021 3.50611110 1.30133136 1.00196863 0.09817238 
56 0 1.15 723.33 81.79580192 2.60437389 3.21296531 0.72096078 1.04227206 0.10612149 
57 0 1.35 687.33 90.31847865 2.45197692 3.36628618 0.90176132 1.08857090 0.10980072 
59 0 0.34 572.33 70.98819244 2.11358342 3.70244440 0.85482734 1.13364616 0.10979401 
67 0 0.99 566.00 71.80331867 1.64252886 3.33688404 0.73420198 1.20032255 0.11254699 
68 0 1.41 577.00 78.55133902 1.00867151 3.13878457 0.63549606 1.10647521 0.10393353 
70 0 0.63 726.00 89.47319045 3.11988059 3.60658499 1.05579535 1.04662308 0.10642424 
71 0 1.73 627.33 77.41491151 0.97355479 3.15276916 0.65615944 1.12881989 0.10633703 
74 0 2.46 549.67 72.77393362 1.33505423 3.16647837 0.63740631 1.30508055 0.11083286 
77 0 1.60 642.33 73.31415633 1.23478855 3.43825329 0.65033903 1.33735218 0.11266263 
78 0 0.99 675.00 79.33403466 1.13648956 3.01096345 0.60310385 1.09109124 0.10171139 
81 0 1.41 588.00 88.37374501 4.63276380 3.44942277 1.28001701 1.00658427 0.09794673 
82 0 0.64 571.00 91.08933735 1.91138289 3.23459718 0.74510496 1.14835211 0.10846835 
89 0 0.69 547.33 87.64452745 5.69343370 3.68343579 1.42454508 0.99468557 0.08903178 
90 0 2.30 542.00 74.15158678 1.19449364 3.13724783 0.64034962 1.24458289 0.10962685 
92 0 1.47 645.67 77.51876679 0.96212046 3.20884409 0.65665455 1.13497015 0.10641283 
93 0 0.79 599.33 74.03695488 1.12779137 3.54980275 0.64403790 1.32398023 0.11235307 
99 1 1.98 540.67 74.37223307 1.13439722 3.20602775 0.62910634 1.25709660 0.10965063 
102 0 0.62 644.67 86.88068029 7.04895840 3.50252653 1.50788614 0.98859002 0.08770403 
104 0 0.43 613.67 68.97366082 3.74336916 3.68674286 1.10320355 1.02955803 0.09771615 
109 0 3.12 603.00 71.00053635 0.52906424 3.18717640 0.59870935 1.13049378 0.09017113 
112 0 1.03 598.67 70.19973737 0.55865306 3.36972647 0.62353820 1.08441090 0.08871676 
118 0 0.93 631.67 96.41014233 0.97164693 3.12203727 0.61205344 1.17785309 0.10656023 
120 0 0.39 634.67 86.96713025 7.33793395 3.76798231 1.67645456 0.99093721 0.08896775 
122 0 1.11 608.33 75.66090496 1.02375091 3.20864187 0.62953561 1.20751524 0.10829597 
123 0 1.92 566.33 93.40665860 1.21854468 3.38624470 0.66015838 1.31657267 0.11319279 
125 0 1.31 614.00 88.26775817 4.65238915 3.53625358 1.30495040 1.00547471 0.09803706 
132 0 0.94 684.67 80.45606187 1.59556929 2.98507574 0.63084970 1.05484335 0.10115890 
140 0 2.26 569.67 70.79295300 2.28050799 3.45450779 0.92820521 1.11124458 0.11358993 
146 0 0.74 693.67 86.60304049 7.89895487 3.90822665 1.89297841 0.98343979 0.08962805 
147 0 1.74 544.33 73.53351623 1.20556450 3.38800253 0.65161583 1.31730596 0.11276185 
149 0 1.82 546.33 73.71634223 1.21574691 3.23166125 0.63637361 1.28318124 0.11023116 
150 0 0.99 545.67 74.79636035 1.07461110 3.44331635 0.65117250 1.26826588 0.11153182 
156 0 1.06 623.33 73.14058133 1.24867728 3.38370034 0.64427099 1.33024364 0.11257070 
161 0 1.81 509.33 72.70724144 1.33028958 3.16340088 0.62320855 1.29921201 0.11007781 
162 0 1.01 603.33 80.67744118 1.83651723 3.03332164 0.65066294 1.05340408 0.10203838 
165 0 1.12 579.67 95.99983873 0.98221052 3.44327482 0.66842477 1.21574098 0.11057533 
171 0 1.42 646.00 76.27261485 0.96256792 3.26858164 0.63146756 1.19818217 0.10806718 
172 0 0.80 645.67 81.90838537 3.12461732 3.33473813 0.76906246 1.04685609 0.11052046 
182 0 1.09 593.67 90.60510074 2.17726498 3.25219982 0.81827023 1.10952732 0.10886040 
184 0 0.45 662.67 87.79876027 1.07156331 4.13800901 0.84458849 0.99465502 0.08819647 
185 0 1.76 651.00 70.58257732 2.38755765 3.22477294 0.86157629 1.10518682 0.10797327 
186 0 1.54 662.67 76.56563534 0.98121156 3.28610687 0.66849965 1.16714325 0.10837567 
189 0 1.72 534.00 95.49443253 1.03344824 3.08938925 0.61397929 1.20549781 0.10768684 
191 0 0.66 528.67 91.28919036 1.96351319 3.55487923 0.84025794 1.15467258 0.11225231 
192 0 2.72 662.67 78.70222437 1.09675280 2.99639617 0.66131233 1.07793268 0.10356094 
195 0 0.72 687.67 88.43725839 4.33136307 3.47034012 1.16885566 1.01280363 0.09562878 
198 0 1.28 602.33 87.50809935 5.51553094 3.07182315 1.21101734 0.99344022 0.08896594 
207 0 2.19 637.00 76.05254178 1.01822218 3.18138624 0.65724684 1.17538349 0.10848093 
208 0 0.14 602.00 88.50337426 4.33470881 3.85662145 1.24949823 1.01848986 0.09463363 
215 0 0.66 666.00 89.86893117 2.81165217 3.70880109 1.03351285 1.06309281 0.10924776 
217 0 1.89 590.67 92.91569711 1.33851416 3.50467960 0.69247124 1.31112444 0.11353422 
221 0 1.59 593.67 91.76745581 1.73190110 3.23836332 0.73968026 1.19795411 0.11030747 
222 0 0.77 579.00 76.77033297 0.93017369 3.35314377 0.63216184 1.19353327 0.10835177 
